"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[83.17920376380923, -32.57102482929392], [332.716815055237, 65.14204965858782], [332.716815055237, 162.85512414646956], [83.17920376380923, 162.85512414646956], [-166.35840752761854, 65.14204965858782], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [296.69876889120735, 0.0], [296.69876889120735, 447.43669249274944], [0.0, 125.08248475798577]]","[[83.17920376380923, -32.57102482929392], [379.8779726550166, 289.78318290546974], [379.8779726550166, 387.49625739335147], [379.8779726550166, 414.8656676634555], [379.8779726550166, 512.5787421513372], [83.17920376380923, 512.5787421513372], [-166.35840752761854, 414.8656676634555], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [378.42888115749224, 0.0], [189.21444057874612, 66.02968208026195], [0.0, 0.0]]","[[83.17920376380923, -32.57102482929392], [272.3936443425554, 33.45865725096803], [272.3936443425554, 131.1717317388498], [-106.0352368149369, 131.1717317388498], [-355.57284810636463, 33.458657250968045], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [199.99832014081105, 0.0], [199.99832014081105, 169.54553126933646], [0.0, 169.54553126933646]]","[[33.63991261319251, -32.57102482929392], [83.17920376380923, -32.57102482929392], [283.17752390462033, -32.57102482929392], [283.17752390462033, 65.14204965858782], [283.17752390462033, 136.97450644004255], [283.17752390462033, 234.6875809279243], [83.17920376380923, 234.6875809279243], [-166.35840752761854, 136.97450644004257], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [332.5571786905932, 0.0], [332.5571786905932, 86.67112482307486], [0.0, 80.49033656082663]]","[[83.17920376380923, -32.57102482929392], [415.7363824544025, -26.39023656704569], [415.7363824544025, 54.100099993780944], [415.7363824544025, 71.32283792083605], [415.7363824544025, 151.81317448166268], [83.17920376380923, 151.81317448166268], [-166.35840752761854, 54.100099993780944], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [128.86162346455177, 0.0], [128.86162346455177, 133.8311769827236], [0.0, 0.0]]","[[83.17920376380923, -32.57102482929392], [212.040827228361, 101.26015215342969], [212.040827228361, 198.9732266413114], [83.17920376380923, 198.9732266413114], [-166.35840752761854, 101.26015215342969], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [455.9563304044032, 0.0], [455.9563304044032, 365.2966828779368], [0.0, 365.2966828779368]]","[[83.17920376380923, -32.57102482929392], [289.59792287678465, -32.57102482929392], [539.1355341682124, -32.57102482929392], [539.1355341682124, 65.14204965858782], [539.1355341682124, 332.7256580486429], [539.1355341682124, 430.43873253652464], [83.17920376380923, 430.43873253652464], [-166.35840752761854, 332.7256580486429], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [310.35320576427466, 0.0], [310.35320576427466, 486.9947624836812], [0.0, 0.0]]","[[83.17920376380923, -32.57102482929392], [393.5324095280839, 454.4237376543873], [393.5324095280839, 552.136812142269], [83.17920376380923, 552.136812142269], [-166.35840752761854, 454.4237376543873], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [199.5061086507535, 0.0], [199.5061086507535, 320.51310644119616], [0.0, 320.51310644119616]]","[[33.147701123134965, -32.57102482929392], [83.17920376380923, -32.57102482929392], [282.68531241456276, -32.57102482929392], [282.68531241456276, 65.14204965858782], [282.68531241456276, 287.94208161190227], [282.68531241456276, 385.655156099784], [83.17920376380923, 385.655156099784], [-166.35840752761854, 287.94208161190227], [-166.35840752761854, -32.57102482929392]]"
"[[0.0, 0.0], [249.53761129142777, 0.0], [249.53761129142777, 97.71307448788174], [0.0, 0.0]]","[[0.0, 0.0], [355.8324742733275, 0.0], [159.0052709943433, 212.26283750645814], [0.0, 212.26283750645814]]","[[-7.353136533275233, -32.57102482929392], [83.17920376380923, -32.57102482929392], [242.1844747581525, -32.57102482929392], [242.1844747581525, 65.14204965858782], [242.1844747581525, 179.69181267716422], [242.1844747581525, 277.4048871650459], [-113.64799951517492, 277.4048871650459], [-363.18561080660265, 179.69181267716422], [-166.35840752761854, -32.57102482929392]]"
