"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[146.15633329733382, -170.08255215144408], [438.4689998920014, -170.08255215144408], [438.4689998920014, 170.08255215144408], [438.4689998920014, 510.24765645433223], [146.15633329733382, 510.24765645433223], [-146.15633329733382, 510.24765645433223], [-146.15633329733382, 170.08255215144408], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [383.4943537231424, 0.0], [383.4943537231424, 182.86549667272547], [0.0, 182.86549667272547]]","[[146.15633329733382, -170.08255215144408], [237.3380204258086, -170.08255215144408], [529.6506870204762, -170.08255215144408], [529.6506870204762, 12.782944521281394], [529.6506870204762, 170.08255215144408], [529.6506870204762, 352.9480488241696], [237.3380204258086, 352.9480488241696], [146.15633329733382, 352.9480488241696], [-146.15633329733382, 352.9480488241696], [-146.15633329733382, 170.08255215144408], [-146.15633329733382, 12.782944521281422], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [452.70856289817107, 164.9008806742258], [0.0, 329.8017613484516], [0.0, 0.0]]","[[146.15633329733382, -170.08255215144408], [146.15633329733382, 159.7192091970075], [146.15633329733382, 170.08255215144408], [146.15633329733382, 499.88431349989565], [-146.15633329733382, 499.88431349989565], [-598.8648961955049, 334.98343282566987], [-598.8648961955049, -5.181671477218288], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [80.52478213981857, 0.0], [80.52478213981857, 243.81987153367675], [0.0, 0.0]]","[[146.15633329733382, -170.08255215144408], [226.68111543715239, 73.73731938223267], [226.68111543715239, 413.9024236851208], [146.15633329733382, 413.9024236851208], [-65.63155115751525, 413.9024236851208], [-146.15633329733382, 413.9024236851208], [-146.15633329733382, 170.08255215144408], [-146.15633329733382, 73.73731938223267], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [375.84128547727477, 0.0], [375.84128547727477, 296.8322607520864], [0.0, 296.8322607520864]]","[[146.15633329733382, -170.08255215144408], [229.68495217994095, -170.08255215144408], [521.9976187746086, -170.08255215144408], [521.9976187746086, 126.74970860064235], [521.9976187746086, 170.08255215144408], [521.9976187746086, 466.9148129035305], [229.68495217994095, 466.9148129035305], [146.15633329733382, 466.9148129035305], [-146.15633329733382, 466.9148129035305], [-146.15633329733382, 170.08255215144408], [-146.15633329733382, 126.74970860064235], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [202.40921169501325, 165.4190975120713], [0.0, 330.8381950241426], [0.0, 0.0]]","[[146.15633329733382, -170.08255215144408], [146.15633329733382, 160.7556428726985], [146.15633329733382, 170.08255215144408], [146.15633329733382, 500.92074717558665], [-146.15633329733382, 500.92074717558665], [-348.5655449923471, 335.50164966351537], [-348.5655449923471, -4.663454639372787], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [88.7966264050069, 0.0], [88.7966264050069, 55.838213825469296], [0.0, 55.838213825469296]]","[[-57.35970689232691, -170.08255215144408], [146.15633329733382, -170.08255215144408], [234.95295970234073, -170.08255215144408], [234.95295970234073, -114.24433832597478], [234.95295970234073, 170.08255215144408], [234.95295970234073, 225.9207659769134], [146.15633329733382, 225.9207659769134], [-57.3597068923269, 225.9207659769134], [-146.15633329733382, 225.9207659769134], [-146.15633329733382, 170.08255215144408], [-146.15633329733382, -114.24433832597475], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [91.02078903114169, 33.7010014465246], [0.0, 67.4020028930492], [0.0, 0.0]]","[[146.15633329733382, -170.08255215144408], [146.15633329733382, -102.68054925839488], [146.15633329733382, 170.08255215144408], [146.15633329733382, 237.48455504449328], [-146.15633329733382, 237.48455504449328], [-237.17712232847552, 203.7835535979687], [-237.17712232847552, -136.38155070491945], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [207.669727695983, 0.0], [207.669727695983, 56.81656794669005], [0.0, 107.01055265911096]]","[[146.15633329733382, -170.08255215144408], [146.15633329733382, -63.07199949233312], [146.15633329733382, 170.08255215144408], [146.15633329733382, 277.093104810555], [-61.51339439864918, 277.093104810555], [-146.15633329733382, 277.093104810555], [-353.8260609933168, 277.093104810555], [-353.8260609933168, 220.27653686386498], [-353.8260609933168, -63.071999492333134], [-353.8260609933168, -119.88856743902318], [-146.15633329733382, -170.08255215144408]]"
"[[0.0, 0.0], [292.31266659466763, 0.0], [292.31266659466763, 340.16510430288815], [0.0, 340.16510430288815]]","[[0.0, 0.0], [427.71236987458474, 0.0], [427.71236987458474, 392.0133438655239], [0.0, 0.0]]","[[146.15633329733382, -170.08255215144408], [573.8687031719186, 221.93079171407982], [573.8687031719186, 562.095896016968], [281.556036577251, 562.095896016968], [146.15633329733382, 562.095896016968], [-146.15633329733382, 562.095896016968], [-146.15633329733382, 221.93079171407982], [-146.15633329733382, 170.08255215144408], [-146.15633329733382, -170.08255215144408]]"
