"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[239.45330503898836, -239.9893876741904], [718.359915116965, -239.9893876741904], [718.359915116965, 239.9893876741904], [718.359915116965, 719.9681630225712], [239.45330503898836, 719.9681630225712], [-239.45330503898825, 719.9681630225712], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [111.87782009065447, 0.0], [111.87782009065447, 267.3578767340358], [0.0, 216.02380652610742]]","[[239.45330503898836, -239.9893876741904], [351.3311251296428, -188.655317466262], [351.3311251296428, 27.368489059845416], [351.3311251296428, 291.32345788211876], [351.3311251296428, 507.3472644082261], [239.45330503898836, 507.3472644082261], [-127.57548494833381, 507.3472644082261], [-239.45330503898825, 507.3472644082261], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, 27.36848905984536], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [30.973836372712764, 186.99747869505106], [0.0, 373.9949573901021], [0.0, 0.0]]","[[239.45330503898836, -239.9893876741904], [239.45330503898836, 134.00556971591172], [239.45330503898836, 239.9893876741904], [239.45330503898836, 613.9843450642925], [-239.45330503898825, 613.9843450642925], [-270.427141411701, 426.9868663692413], [-270.427141411701, -52.99190897913948], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [314.56060373639616, 0.0], [314.56060373639616, 90.37350483383318], [0.0, 90.37350483383318]]","[[75.10729869740791, -239.9893876741904], [239.45330503898836, -239.9893876741904], [554.0139087753846, -239.9893876741904], [554.0139087753846, -149.61588284035722], [554.0139087753846, 239.9893876741904], [554.0139087753846, 330.3628925080235], [239.45330503898836, 330.3628925080235], [75.10729869740797, 330.3628925080235], [-239.45330503898825, 330.3628925080235], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, -149.61588284035727], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [317.3037077415067, 0.0], [317.3037077415067, 97.35545783323252], [0.0, 97.35545783323252]]","[[77.85040270251844, -239.9893876741904], [239.45330503898836, -239.9893876741904], [556.7570127804951, -239.9893876741904], [556.7570127804951, -142.63392984095788], [556.7570127804951, 239.98938767419045], [556.7570127804951, 337.344845507423], [239.45330503898836, 337.344845507423], [77.85040270251844, 337.344845507423], [-239.45330503898825, 337.344845507423], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, -142.6339298409578], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [269.4987851232172, 0.0], [385.4467803646151, 414.6567689218999], [0.0, 414.6567689218999]]","[[145.99347532562686, -239.9893876741904], [239.45330503898836, -239.9893876741904], [624.9000854036035, -239.9893876741904], [624.9000854036035, 174.66738124770953], [624.9000854036035, 239.9893876741904], [624.9000854036035, 654.6461565960902], [355.4013002803863, 654.6461565960902], [145.99347532562692, 654.6461565960902], [-123.50530979759034, 654.6461565960902], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [414.3016273995656, 0.0], [414.3016273995656, 353.6159466984236], [0.0, 209.34499021891924]]","[[239.45330503898836, -239.9893876741904], [653.754932438554, -95.71843119468602], [653.754932438554, 113.62655902423322], [653.754932438554, 384.26034415369475], [653.754932438554, 593.605334372614], [239.45330503898836, 593.605334372614], [174.84832236057733, 593.605334372614], [-239.45330503898825, 593.605334372614], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, 113.62655902423327], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [167.52490843693235, 0.0], [83.76245421846617, 270.2814082861754], [0.0, 0.0]]","[[239.45330503898836, -239.9893876741904], [323.2157592574546, 30.29202061198501], [323.2157592574546, 510.2707959603657], [155.69085082052223, 510.2707959603657], [-155.69085082052206, 510.2707959603657], [-323.21575925745435, 510.2707959603657], [-323.21575925745435, 30.292020611984952], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [267.41403133806966, 0.0], [267.41403133806966, 404.6223743764442], [0.0, 404.6223743764442]]","[[27.960726299081415, -239.9893876741904], [239.45330503898836, -239.9893876741904], [506.8673363770581, -239.9893876741904], [506.8673363770581, 164.63298670225382], [506.8673363770581, 239.9893876741904], [506.8673363770581, 644.6117620506346], [239.45330503898836, 644.6117620506346], [27.960726299081472, 644.6117620506346], [-239.45330503898825, 644.6117620506346], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, 164.63298670225387], [-239.45330503898825, -239.9893876741904]]"
"[[0.0, 0.0], [478.9066100779766, 0.0], [478.9066100779766, 479.9787753483808], [0.0, 479.9787753483808]]","[[0.0, 0.0], [456.56288147789206, 0.0], [456.56288147789206, 475.5270799596351], [0.0, 47.630204116465926]]","[[239.45330503898836, -239.9893876741904], [696.0161865168805, 187.9074881689788], [696.0161865168805, 235.5376922854447], [696.0161865168805, 667.8862635173596], [696.0161865168805, 715.5164676338255], [239.45330503898836, 715.5164676338255], [217.10957643890382, 715.5164676338255], [-239.45330503898825, 715.5164676338255], [-239.45330503898825, 239.9893876741904], [-239.45330503898825, 235.53769228544476], [-239.45330503898825, -239.9893876741904]]"
