"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[217.62390301528026, -47.281715648047125], [652.8717090458408, -47.281715648047125], [652.8717090458408, 47.28171564804714], [652.8717090458408, 141.8451469441414], [217.62390301528026, 141.8451469441414], [-217.62390301528032, 141.8451469441414], [-217.62390301528032, 47.28171564804714], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [40.855898240570994, 0.0], [40.855898240570994, 159.12218034408932], [0.0, 0.0]]","[[217.62390301528026, -47.281715648047125], [258.47980125585127, 111.84046469604219], [258.47980125585127, 206.40389599213648], [217.62390301528026, 206.40389599213648], [-176.76800477470934, 206.40389599213648], [-217.62390301528032, 206.40389599213648], [-217.62390301528032, 111.84046469604219], [-217.62390301528032, 47.28171564804714], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [445.9131186990193, 0.0], [445.9131186990193, 33.46817697629553], [0.0, 0.0]]","[[217.62390301528026, -47.281715648047125], [663.5370217142995, -13.813538671751594], [663.5370217142995, 80.74989262434268], [228.28921568373895, 80.74989262434268], [217.62390301528026, 80.74989262434268], [-217.62390301528032, 80.74989262434268], [-217.62390301528032, 47.28171564804714], [-217.62390301528032, -13.813538671751587], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [453.356092424185, 0.0], [226.6780462120925, 424.2895444673645], [0.0, 0.0]]","[[217.62390301528026, -47.281715648047125], [444.3019492273727, 377.0078288193174], [444.3019492273727, 471.57126011541163], [9.054143196812134, 471.57126011541163], [-9.054143196812305, 471.57126011541163], [-444.3019492273729, 471.57126011541163], [-444.3019492273729, 377.00782881931735], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [361.0729656453193, 68.48647233808734], [0.0, 68.48647233808734], [0.0, 0.0]]","[[143.44906263003898, -47.281715648047125], [217.62390301528026, -47.281715648047125], [578.6968686605995, -47.281715648047125], [578.6968686605995, 21.204756690040213], [578.6968686605995, 47.28171564804714], [578.6968686605995, 115.76818798613446], [143.44906263003898, 115.76818798613446], [-217.62390301528032, 47.28171564804714], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [243.2377598623444, 0.0], [409.7173107128015, 259.25706895725455], [0.0, 259.25706895725455]]","[[192.0934076975212, -47.281715648047125], [217.62390301528026, -47.281715648047125], [627.3412137280818, -47.281715648047125], [627.3412137280818, 47.28171564804714], [627.3412137280818, 211.97535330920743], [627.3412137280818, 306.5387846053017], [384.1034538657374, 306.5387846053017], [192.09340769752126, 306.5387846053017], [-51.144352164823175, 306.5387846053017], [-217.62390301528032, 47.281715648047154], [-217.62390301528032, -47.28171564804711]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [314.52121861307785, 0.0], [314.52121861307785, 242.7595178746933], [0.0, 0.0]]","[[217.62390301528026, -47.281715648047125], [532.1451216283581, 195.4778022266462], [532.1451216283581, 290.04123352274047], [217.62390301528026, 290.04123352274047], [96.89731559779753, 290.04123352274047], [-217.62390301528032, 290.04123352274047], [-217.62390301528032, 195.4778022266462], [-217.62390301528032, 47.281715648047154], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [152.31647584772784, 0.0], [152.31647584772784, 433.38609810000526], [0.0, 433.38609810000526]]","[[-65.30742716755248, -47.281715648047125], [217.62390301528026, -47.281715648047125], [369.94037886300805, -47.281715648047125], [369.94037886300805, 47.28171564804714], [369.94037886300805, 386.10438245195814], [369.94037886300805, 480.66781374805237], [217.62390301528026, 480.66781374805237], [-65.3074271675525, 480.66781374805237], [-217.62390301528032, 480.66781374805237], [-217.62390301528032, 386.1043824519581], [-217.62390301528032, 47.281715648047154], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [70.95411675699533, 0.0], [35.47705837849767, 247.06260466304428], [0.0, 0.0]]","[[217.62390301528026, -47.281715648047125], [253.1009613937779, 199.78088901499717], [253.1009613937779, 294.34432031109145], [182.14684463678262, 294.34432031109145], [-182.14684463678267, 294.34432031109145], [-253.10096139377796, 294.34432031109145], [-253.10096139377796, 199.78088901499717], [-217.62390301528032, -47.281715648047125]]"
"[[0.0, 0.0], [435.2478060305606, 0.0], [435.2478060305606, 94.56343129609427], [0.0, 94.56343129609427]]","[[0.0, 0.0], [149.33877872323484, 0.0], [149.33877872323484, 150.23039570828428], [0.0, 60.09123795087861]]","[[217.62390301528026, -47.281715648047125], [366.96268173851513, 42.857442109358544], [366.96268173851513, 102.94868006023715], [366.96268173851513, 137.42087340545282], [366.96268173851513, 197.51211135633145], [217.62390301528026, 197.51211135633145], [-68.28512429204542, 197.51211135633145], [-217.62390301528032, 197.51211135633145], [-217.62390301528032, 102.94868006023715], [-217.62390301528032, 47.28171564804714], [-217.62390301528032, -47.281715648047125]]"
