"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[200.0, -150.0], [400.0, -50.0], [400.0, 250.0], [400.0, 550.0], [200.0, 650.0], [0.0, 750.0], [-200.0, 650.0], [-400.0, 550.0], [-400.0, 250.0], [-400.0, -50.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[200.0, -250.0], [400.0, -150.0], [600.0, 50.0], [600.0, 250.0], [600.0, 350.0], [600.0, 550.0], [500.0, 650.0], [300.0, 750.0], [0.0, 750.0], [-200.0, 650.0], [-200.0, 350.0], [-175.0, 300.0], [-200.0, 250.0], [-200.0, 150.0], [-200.0, -50.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[200.0, -250.0], [400.0, -150.0], [500.0, -50.0], [500.0, 150.0], [500.0, 250.0], [500.0, 450.0], [400.0, 550.0], [200.0, 650.0], [0.0, 650.0], [-200.0, 550.0], [-300.0, 450.0], [-300.0, 250.0], [-300.0, 150.0], [-300.0, -50.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [200.0, 100.0], [400.0, 0.0], [300.0, 200.0], [400.0, 500.0], [200.0, 400.0], [0.0, 500.0], [100.0, 300.0]]","[[200.0, -150.0], [400.0, -250.0], [600.0, -150.0], [600.0, 150.0], [560.0, 230.0], [600.0, 350.0], [600.0, 650.0], [400.0, 750.0], [200.0, 650.0], [0.0, 750.0], [-200.0, 650.0], [-200.0, 350.0], [-160.0, 270.0], [-200.0, 150.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [500.0, 0.0], [500.0, 500.0], [400.0, 500.0], [300.0, 300.0], [200.0, 200.0], [0.0, 100.0]]","[[100.0, -250.0], [300.0, -150.0], [400.0, 50.0], [500.0, 150.0], [700.0, 250.0], [700.0, 350.0], [700.0, 550.0], [700.0, 650.0], [500.0, 750.0], [0.0, 750.0], [-200.0, 650.0], [-200.0, 350.0], [-200.0, 150.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [200.0, 300.0], [-200.0, 300.0]]","[[400.0, -250.0], [600.0, -150.0], [600.0, 150.0], [400.0, 450.0], [200.0, 550.0], [0.0, 450.0], [-200.0, 150.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, 0.0], [200.0, 0.0], [200.0, 200.0], [0.0, 200.0]]","[[200.0, -250.0], [400.0, -150.0], [400.0, 50.0], [400.0, 150.0], [400.0, 350.0], [200.0, 450.0], [0.0, 450.0], [-200.0, 350.0], [-200.0, 150.0], [-200.0, 50.0], [-200.0, -150.0], [0.0, -250.0]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[198.9247311827957, -239.78494623655914], [398.9247311827957, -139.78494623655914], [398.9247311827957, 160.21505376344086], [373.9247311827957, 210.21505376344086], [398.9247311827957, 260.2150537634409], [398.9247311827957, 360.2150537634409], [398.9247311827957, 560.2150537634409], [398.9247311827957, 660.2150537634409], [198.9247311827957, 760.2150537634409], [-1.0752688172043037, 760.2150537634409], [-201.0752688172043, 660.2150537634409], [-401.0752688172043, 460.2150537634409], [-401.0752688172043, 260.2150537634409], [-401.0752688172043, 160.21505376344086], [-401.0752688172043, -39.784946236559136], [-301.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[98.9247311827957, -239.78494623655914], [198.9247311827957, -239.78494623655914], [398.9247311827957, -239.78494623655914], [598.9247311827957, -39.784946236559136], [598.9247311827957, 160.21505376344086], [548.9247311827957, 260.2150537634409], [598.9247311827957, 360.2150537634409], [598.9247311827957, 460.2150537634409], [598.9247311827957, 560.2150537634409], [598.9247311827957, 660.2150537634409], [498.9247311827957, 760.2150537634409], [298.9247311827957, 760.2150537634409], [198.9247311827957, 760.2150537634409], [-1.0752688172043037, 760.2150537634409], [-201.0752688172043, 560.2150537634409], [-201.0752688172043, 360.2150537634409], [-151.0752688172043, 260.2150537634409], [-201.0752688172043, 160.21505376344086], [-201.0752688172043, 60.215053763440864], [-201.0752688172043, -39.784946236559136], [-201.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[98.9247311827957, -239.78494623655914], [198.9247311827957, -239.78494623655914], [398.9247311827957, -239.78494623655914], [498.9247311827957, -139.78494623655914], [498.9247311827957, 60.215053763440864], [448.9247311827957, 160.21505376344086], [498.9247311827957, 260.2150537634409], [498.9247311827957, 360.2150537634409], [498.9247311827957, 460.2150537634409], [498.9247311827957, 560.2150537634409], [398.9247311827957, 660.2150537634409], [198.9247311827957, 660.2150537634409], [-1.0752688172043037, 660.2150537634409], [-101.0752688172043, 560.2150537634409], [-201.0752688172043, 460.2150537634409], [-301.0752688172043, 360.2150537634409], [-301.0752688172043, 160.21505376344086], [-301.0752688172043, -39.784946236559136], [-201.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 100.0], [400.0, 0.0], [300.0, 200.0], [400.0, 500.0], [200.0, 400.0], [0.0, 500.0], [100.0, 300.0]]","[[198.9247311827957, -239.78494623655914], [248.9247311827957, -214.78494623655914], [298.9247311827957, -239.78494623655914], [598.9247311827957, -239.78494623655914], [498.9247311827957, -39.784946236559136], [598.9247311827957, 160.21505376344086], [598.9247311827957, 260.2150537634409], [518.9247311827957, 420.2150537634409], [598.9247311827957, 660.2150537634409], [598.9247311827957, 760.2150537634409], [398.9247311827957, 760.2150537634409], [298.9247311827957, 710.2150537634409], [198.9247311827957, 760.2150537634409], [-1.0752688172043037, 760.2150537634409], [-201.0752688172043, 560.2150537634409], [-201.0752688172043, 360.2150537634409], [-141.0752688172043, 240.21505376344086], [-201.0752688172043, 60.215053763440864], [-201.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [500.0, 0.0], [500.0, 500.0], [400.0, 500.0], [300.0, 300.0], [200.0, 200.0], [0.0, 100.0]]","[[-1.0752688172043037, -239.78494623655914], [198.9247311827957, -239.78494623655914], [298.9247311827957, -239.78494623655914], [398.9247311827957, -39.784946236559136], [498.9247311827957, 60.215053763440864], [698.9247311827957, 160.21505376344086], [698.9247311827957, 260.2150537634409], [623.9247311827957, 410.2150537634409], [698.9247311827957, 560.2150537634409], [698.9247311827957, 660.2150537634409], [698.9247311827957, 760.2150537634409], [498.9247311827957, 760.2150537634409], [198.9247311827957, 760.2150537634409], [-1.0752688172043037, 760.2150537634409], [-201.0752688172043, 560.2150537634409], [-201.0752688172043, 360.2150537634409], [-201.0752688172043, 60.215053763440864], [-201.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 300.0], [-200.0, 300.0]]","[[198.9247311827957, -239.78494623655914], [298.9247311827957, -239.78494623655914], [598.9247311827957, -239.78494623655914], [498.9247311827957, -39.784946236559136], [598.9247311827957, 160.21505376344086], [598.9247311827957, 260.2150537634409], [398.9247311827957, 560.2150537634409], [198.9247311827957, 560.2150537634409], [-1.0752688172043037, 360.2150537634409], [-201.0752688172043, 60.215053763440864], [-201.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 0.0], [200.0, 200.0], [0.0, 200.0]]","[[98.9247311827957, -239.78494623655914], [198.9247311827957, -239.78494623655914], [398.9247311827957, -239.78494623655914], [398.9247311827957, -39.784946236559136], [348.9247311827957, 60.215053763440864], [398.9247311827957, 160.21505376344086], [398.9247311827957, 260.2150537634409], [398.9247311827957, 360.2150537634409], [398.9247311827957, 460.2150537634409], [198.9247311827957, 460.2150537634409], [-1.0752688172043037, 460.2150537634409], [-201.0752688172043, 260.2150537634409], [-201.0752688172043, 60.215053763440864], [-201.0752688172043, -139.78494623655914], [-101.0752688172043, -239.78494623655914]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[100.0, -200.0], [300.0, -100.0], [400.0, 0.0], [400.0, 200.0], [400.0, 300.0], [400.0, 500.0], [300.0, 600.0], [100.0, 700.0], [-100.0, 700.0], [-300.0, 600.0], [-400.0, 500.0], [-400.0, 300.0], [-400.0, 200.0], [-400.0, 0.0], [-300.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [300.0, 0.0], [200.0, 200.0], [300.0, 400.0], [300.0, 500.0], [100.0, 500.0], [-100.0, 300.0], [-100.0, 100.0]]","[[100.0, -200.0], [300.0, -200.0], [400.0, -100.0], [500.0, 0.0], [600.0, 100.0], [600.0, 300.0], [600.0, 500.0], [500.0, 600.0], [400.0, 700.0], [200.0, 700.0], [100.0, 700.0], [-100.0, 700.0], [-200.0, 600.0], [-200.0, 400.0], [-150.0, 300.0], [-200.0, 200.0], [-200.0, 100.0], [-200.0, 0.0], [-200.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[100.0, -200.0], [300.0, -200.0], [400.0, -100.0], [500.0, 0.0], [500.0, 200.0], [500.0, 400.0], [400.0, 500.0], [300.0, 600.0], [100.0, 600.0], [-100.0, 600.0], [-200.0, 500.0], [-300.0, 400.0], [-300.0, 200.0], [-300.0, 0.0], [-200.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 100.0], [400.0, 0.0], [300.0, 200.0], [400.0, 500.0], [200.0, 400.0], [0.0, 500.0], [100.0, 300.0]]","[[100.0, -200.0], [200.0, -150.0], [300.0, -200.0], [500.0, -200.0], [600.0, -100.0], [600.0, 100.0], [540.0, 220.0], [600.0, 400.0], [600.0, 600.0], [500.0, 700.0], [300.0, 700.0], [200.0, 650.0], [100.0, 700.0], [-100.0, 700.0], [-200.0, 600.0], [-200.0, 400.0], [-140.0, 280.0], [-200.0, 100.0], [-200.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [500.0, 0.0], [500.0, 500.0], [400.0, 500.0], [300.0, 300.0], [200.0, 200.0], [0.0, 100.0]]","[[0.0, -200.0], [100.0, -200.0], [200.0, -200.0], [300.0, -100.0], [400.0, 100.0], [600.0, 200.0], [700.0, 300.0], [700.0, 400.0], [700.0, 500.0], [700.0, 600.0], [600.0, 700.0], [400.0, 700.0], [100.0, 700.0], [-100.0, 700.0], [-200.0, 600.0], [-200.0, 400.0], [-200.0, 100.0], [-200.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 300.0], [-200.0, 300.0]]","[[100.0, -200.0], [300.0, -200.0], [500.0, -200.0], [600.0, -100.0], [600.0, 100.0], [400.0, 400.0], [300.0, 500.0], [100.0, 500.0], [0.0, 400.0], [-200.0, 100.0], [-200.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 0.0], [300.0, 100.0], [300.0, 300.0], [200.0, 400.0], [0.0, 400.0], [-100.0, 300.0], [-100.0, 100.0]]","[[0.0, 0.0], [200.0, 0.0], [200.0, 200.0], [0.0, 200.0]]","[[100.0, -200.0], [300.0, -200.0], [400.0, -100.0], [400.0, 100.0], [400.0, 300.0], [300.0, 400.0], [100.0, 400.0], [-100.0, 400.0], [-200.0, 300.0], [-200.0, 100.0], [-200.0, -100.0], [-100.0, -200.0]]"
"[[0.0, 0.0], [200.0, 100.0], [400.0, 0.0], [300.0, 200.0], [400.0, 500.0], [200.0, 400.0], [0.0, 500.0], [100.0, 300.0]]","[[0.0, 0.0], [200.0, -100.0], [400.0, 0.0], [400.0, 300.0], [200.0, 400.0], [0.0, 300.0]]","[[0.0, -150.0], [200.0, -250.0], [400.0, -150.0], [400.0, 150.0], [360.0, 230.0], [400.0, 350.0], [400.0, 650.0], [200.0, 750.0], [0.0, 650.0], [-200.0, 750.0], [-400.0, 650.0], [-400.0, 350.0], [-360.0, 270.0], [-400.0, 150.0], [-400.0, -150.0], [-200.0, -250.0]]"
